Ticker,Full Name,Sector,Sub-Industry,Founding Year (YF),Founded (Wiki),Date Added,Market Cap,Pricing Power (Uptrend),Uptrend Slope,Trend Residual Std,Trend R^2,Gross Margins (newest→older),Years Used (labels)
MCHP,Microchip Technology,Information Technology,Semiconductors,,1989,2007-09-07,35152035840,1.076808342255521,0.024579212986160774,0.022824986781153907,0.5917571291626933,"[0.6195701563067976, 0.6902703552342031, 0.7141384336449927, 0.6935448401237373]","['2025-03-31 00:00:00', '2024-03-31 00:00:00', '2023-03-31 00:00:00', '2022-03-31 00:00:00']"
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,,2025 (Paramount Pictures 1912),1994-09-30,18382493696,1.0754741386438718,0.03456083160163555,0.032134437161897095,0.5911518330515004,"[0.2963749015849108, 0.24497504384189936, 0.3418783577634808, 0.3792765689498356]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
CNC,Centene Corporation,Health Care,Managed Health Care,,1984,2016-03-30,17322260480,1.064239786296214,0.0031304635565147718,0.002940502090811194,0.5862162001217415,"[0.10320044643130906, 0.11243579503763011, 0.11522203850650653, 0.1127065771300662]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",,1993,2024-03-18,31009179648,1.060560159200537,0.017269526444183173,0.016282401082312152,0.5843996114299654,"[0.11059154174200105, 0.13752588438208152, 0.18011023260815426, 0.1539618471472541]","['2025-06-30 00:00:00', '2024-06-30 00:00:00', '2023-06-30 00:00:00', '2022-06-30 00:00:00']"
QCOM,Qualcomm,Information Technology,Semiconductors,,1985,1999-07-22,176362553344,1.0485339746733504,0.006031920752902224,0.005751718460821784,0.5789043331523328,"[0.5621374672758072, 0.5569793411501954, 0.5783936651583711, 0.5751057617827564]","['2024-09-30 00:00:00', '2023-09-30 00:00:00', '2022-09-30 00:00:00', '2021-09-30 00:00:00']"
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,,1903,2000-03-12,39088943104,1.0235094233536925,0.007245797959675642,0.007078366143922373,0.5670685387218645,"[0.386413687955277, 0.41035548686244205, 0.3997216638317613, 0.4141109554977563]","['2024-09-30 00:00:00', '2023-09-30 00:00:00', '2022-09-30 00:00:00', '2021-09-30 00:00:00']"
MRNA,Moderna,Health Care,Biotechnology,,2010,2021-07-21,10159005696,0.9632872828106115,0.13381771421063812,0.13891676274694945,0.5370198222856939,"[0.5423569865582994, 0.3051525022209061, 0.7130596026490066, 0.85244700045106]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,,1888,2022-10-03,33749334016,0.9388083405487341,0.1351265407511569,0.14393310764989087,0.5241984765846763,"[0.14691512682796803, 0.18571643844100433, 0.6638288931019262, 0.43796611111151723]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,,1971,2015-10-08,32461377536,0.9209542627171433,0.009782318253483083,0.010620937103175741,0.5146563103502373,"[0.6873026338619564, 0.6731185201760275, 0.7103724469363236, 0.7074923857868021]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
D,Dominion Energy,Utilities,Multi-Utilities,,1983,2016-11-30,51701010432,0.9188707450204414,0.008325236330464733,0.009059290988238535,0.5135328638010683,"[0.49906632547202434, 0.5215035086500382, 0.5056679581001579, 0.5320956300902006]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,,1908,2013-06-06,55582306304,0.9117661845196965,0.0070198927762573195,0.007698224752402157,0.5096637808626502,"[0.12486529166355459, 0.11136974662771616, 0.13386288959071044, 0.14076721993008096]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
POOL,Pool Corporation,Consumer Discretionary,Distributors,,1993,2020-10-07,10830058496,0.9080297203498535,0.003953452037887304,0.004352879558440096,0.5076610568942694,"[0.29662228229095605, 0.2995606860479699, 0.3128636588638948, 0.3053661314786056]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
UNH,UnitedHealth Group,Health Care,Managed Health Care,,1977,1994-07-01,322963210240,0.8865039934277402,0.005738072970299459,0.0064716983892229634,0.4956284283458464,"[0.2233422771174034, 0.2447594598812772, 0.24560867714291001, 0.2421861145978574]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,,1995,2008-06-02,159927123968,0.8818380005017971,0.006646762161242074,0.007536395936056091,0.49297923323438786,"[0.6745848349516887, 0.6638733313681728, 0.6743595512841117, 0.6932453021838497]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,,1961 (1930),1992-10-01,9665770496,0.8695241385333229,0.0034416442812751974,0.003957077905784674,0.48601128718088527,"[0.1701974428762498, 0.16660391393386167, 0.168807994289793, 0.18093489702852344]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
TTD,Trade Desk (The),Communication Services,Advertising,,2009,2025-07-18,24437364736,0.8637969618957817,0.0033360660085733455,0.0038610950937957183,0.48271349262815955,"[0.8069347124606977, 0.8121400530285903, 0.8218253955678653, 0.814826484976184]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
UBER,Uber,Industrials,Passenger Ground Transportation,,2009,2023-12-18,192484147200,0.8391106024307291,0.019474469741570292,0.023207465826980137,0.4681442625102892,"[0.3945836554640957, 0.39762881896944824, 0.383285754619318, 0.464279576052707]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,,2011,2018-01-03,10988161024,0.8211468670260264,0.004497497029536474,0.00547609211364978,0.45745367438656914,"[0.12570437798006068, 0.14370525580583202, 0.1348819782690146, 0.14363712725745484]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
GEN,Gen Digital,Information Technology,Systems Software,,1982,2003-03-25,16332849152,0.8184577456635577,0.002188756226957292,0.0026732446247885117,0.4559208657250282,"[0.8650571791613723, 0.8739473684210526, 0.8697618329816099, 0.8737482117310443]","['2025-03-31 00:00:00', '2024-03-31 00:00:00', '2023-03-31 00:00:00', '2022-03-31 00:00:00']"
GLW,Corning Inc.,Information Technology,Electronic Components,,1851,1995-02-27,72375713792,0.7814608024854282,0.010757102078290108,0.013764376387500506,0.4329336764265712,"[0.4196523860344565, 0.4113441372735939, 0.41123405454929873, 0.45554608720352224]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
PM,Philip Morris International,Consumer Staples,Tobacco,,2008 (1847),2008-03-31,246034497536,0.7722991375773597,0.01051177952336003,0.01361002066789125,0.4271530633137792,"[0.6481070806272771, 0.6334508443736852, 0.6410175681632139, 0.6806241044419679]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
PWR,Quanta Services,Industrials,Construction & Engineering,,1997,2009-07-01,64646225920,0.7604662228314221,0.0028994552515691973,0.0038117337737286197,0.41970634541459395,"[0.16348403304299303, 0.1562034202708277, 0.16515274802720853, 0.1701657746294302]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,,1997,2021-02-12,48114700288,0.7581285650299662,0.00668211798295673,0.00881296413640292,0.4181349995828626,"[0.5531557247066287, 0.5607241229341838, 0.5844289322842932, 0.5675278481997817]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
UNP,Union Pacific Corporation,Industrials,Rail Transportation,,1862,1957-03-04,134069649408,0.7461839148801174,0.009487427307513072,0.012713596386116594,0.41041126507108194,"[0.4552164948453608, 0.4365438036402836, 0.45045226130653265, 0.48220509998165473]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,,1978,2005-06-22,45818605568,0.7461670186408282,0.012335358292086193,0.016530631637318303,0.41039151786514705,"[0.2591042732069976, 0.26368568882471716, 0.3137425328554361, 0.28353651950371206]","['2024-09-30 00:00:00', '2023-09-30 00:00:00', '2022-09-30 00:00:00', '2021-09-30 00:00:00']"
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,,2011,2011-11-01,35515908096,0.7373632140205538,0.002352415312865141,0.0031893073927953884,0.404782063093304,"[0.37514599392665265, 0.3689570885388376, 0.37739949293734154, 0.3801732435033686]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
INTU,Intuit,Information Technology,Application Software,,1983,2000-12-05,184398839808,0.6507480960754112,0.006909834958128918,0.010617294544081434,0.3461663758215603,"[0.8130741861823588, 0.8060178077985877, 0.8037305122494433, 0.8368694012258369]","['2025-07-31 00:00:00', '2024-07-31 00:00:00', '2023-07-31 00:00:00', '2022-07-31 00:00:00']"
CPRT,Copart,Industrials,Diversified Support Services,,1982,2018-07-02,42909216768,0.6259288555093744,0.001963342941275872,0.0031356870595510796,0.3288798139254444,"[0.4518317144247914, 0.45016088706089447, 0.44889079208314836, 0.4587995558882934]","['2025-07-31 00:00:00', '2024-07-31 00:00:00', '2023-07-31 00:00:00', '2022-07-31 00:00:00']"
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,,1935,2022-02-15,13110511616,0.607297488883198,0.003260278562903362,0.005367503283125569,0.31562377316492773,"[0.5524805375325149, 0.5422611457214247, 0.5507269876051915, 0.5605261854476044]","['2024-10-31 00:00:00', '2023-10-31 00:00:00', '2022-10-31 00:00:00', '2021-10-31 00:00:00']"
BF.B,Brown–Forman,Consumer Staples,Distillers & Vintners,,1870,1982-10-31,13540591616,0.5789696292602445,0.004077825037729775,0.007042245157677881,0.295341082255666,"[0.5894339622641509, 0.6045955002393489, 0.5898770104068117, 0.6079328756674295]","['2025-04-30 00:00:00', '2024-04-30 00:00:00', '2023-04-30 00:00:00', '2022-04-30 00:00:00']"
MU,Micron Technology,Information Technology,Semiconductors,,1978,1994-09-27,227164684288,0.5702853535012471,0.10010280426685457,0.17553008045345525,0.28903366695458477,"[0.22352753773246783, -0.09111969111969112, 0.4518499252227063, 0.3762136798411839]","['2024-08-31 00:00:00', '2023-08-31 00:00:00', '2022-08-31 00:00:00', '2021-08-31 00:00:00']"
ADSK,Autodesk,Information Technology,Application Software,,1982,1989-12-01,64679579648,0.5644044891483639,0.0008073944672785178,0.0014295245312573686,0.2850748485580574,"[0.9270918284129832, 0.9246861924686193, 0.926073926073926, 0.9293205654354765]","['2025-01-31 00:00:00', '2024-01-31 00:00:00', '2023-01-31 00:00:00', '2022-01-31 00:00:00']"
FFIV,"F5, Inc.",Information Technology,Communications Equipment,,1996,2010-12-20,17285853184,0.5643930503055141,0.003652474576517867,0.006470508773080621,0.2848445939850113,"[0.8019803843586211, 0.78909621142562, 0.7998301089268857, 0.810577333779926]","['2024-09-30 00:00:00', '2023-09-30 00:00:00', '2022-09-30 00:00:00', '2021-09-30 00:00:00']"
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,,1985,1999-10-04,11124647936,0.5630798597967723,0.01100272543788199,0.019539257472275976,0.28385447039614287,"[0.4288912108786195, 0.40560171431333664, 0.40990545476408785, 0.4641323821879761]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",,1919,2017-06-19,61213876224,0.5535434655772207,0.005671567924149839,0.010244930585117966,0.2769800681940999,"[0.27411848935027744, 0.2862725940400586, 0.3075344807933432, 0.2859364201796821]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,,1927,2001-08-07,20189941760,0.5420819484254998,0.0011666180299613792,0.00215110639894922,0.26882286205282235,"[0.7673013309717918, 0.7709556138595115, 0.7665816510324356, 0.7726480453473554]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,,1978,1988-03-31,390091997184,0.5401808673624516,0.00031171291068264964,0.0005760528530650381,0.26794183124174686,"[0.33874769612698574, 0.3375537928459609, 0.33860853986264555, 0.33943515682369985]","['2025-01-31 00:00:00', '2024-01-31 00:00:00', '2023-01-31 00:00:00', '2022-01-31 00:00:00']"
SBUX,Starbucks,Consumer Discretionary,Restaurants,,1971,2000-06-07,97028718592,0.5287971780302168,0.004892708960085884,0.009251524717154038,0.2590444566380946,"[0.2705895035962871, 0.2761288206451039, 0.2620936859502082, 0.2915769116948721]","['2024-09-30 00:00:00', '2023-09-30 00:00:00', '2022-09-30 00:00:00', '2021-09-30 00:00:00']"
PPL,PPL Corporation,Utilities,Electric Utilities,,1920,2001-10-01,27687450624,0.5010863953459805,0.016512980475970513,0.032953358029554854,0.23889462692326335,"[0.41018671708815885, 0.40387391722810395, 0.3719311566691977, 0.4758775721943628]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
STE,Steris,Health Care,Health Care Equipment,,1985,2019-12-23,23658430464,0.4901074214426581,0.002221934397759828,0.004532566113362336,0.23099940381508266,"[0.4401057603102107, 0.43165772828580606, 0.4366423838460972, 0.4458506564493135]","['2025-03-31 00:00:00', '2024-03-31 00:00:00', '2023-03-31 00:00:00', '2022-03-31 00:00:00']"
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,,2002,1957-03-04,108008538112,0.46749460121305475,0.012708784871246777,0.02718388050614922,0.21458305779814257,"[0.29926020641154444, 0.3242371885075079, 0.3823604351924988, 0.3222484070873702]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
BA,Boeing,Industrials,Aerospace & Defense,,1916,1957-03-04,161016217600,0.46131351028453893,0.019036019851662984,0.04126382192104353,0.21012654850009327,"[-0.029932197784025137, 0.09928786281718384, 0.05299663704059573, 0.04895161031371416]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,,2012,2025-03-24,112377864192,0.4604328837805064,0.01021023711942451,0.022174299547657518,0.20949988414715393,"[0.48311882111546356, 0.4685581933989577, 0.4549597447972049, 0.5216857610474632]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,,1960,2020-09-21,21977600000,0.4242681466882512,0.0022600867653014937,0.005326024389983694,0.1837326575741689,"[0.6205597401307857, 0.6085402298249298, 0.6207496248072532, 0.62402356435435]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,,1990,2016-04-18,23921715200,0.41791825330280186,0.0010938511344781054,0.0026163806141115296,0.1793097431643943,"[0.3884018579180984, 0.3909147455012147, 0.3961873247797441, 0.3902905019401825]","['2025-01-31 00:00:00', '2024-01-31 00:00:00', '2023-01-31 00:00:00', '2022-01-31 00:00:00']"
RTX,RTX Corporation,Industrials,Aerospace & Defense,,1922,1957-03-04,211422674944,0.4071352222609147,0.003776316270757215,0.00927433670456334,0.171666725225869,"[0.19086427704426664, 0.1754062681369704, 0.2037749351462564, 0.1939957756103622]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
BSX,Boston Scientific,Health Care,Health Care Equipment,,1979,1995-02-24,147049037824,0.4069203077561589,0.0013679213651604553,0.0033606443787321675,0.17157053298937808,"[0.7107541649250612, 0.7207162921348315, 0.7143195079640435, 0.7174461641991925]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,,1843,1982-09-30,10502652928,0.3878749568957684,0.012189197771875106,0.03142458588836826,0.15829924710672505,"[0.29379722368652256, 0.24919682404902066, 0.2527880382831585, 0.33323081151472717]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
FE,FirstEnergy,Utilities,Electric Utilities,,1997,1997-11-28,27120662528,0.38785837078220786,0.014381260034681006,0.037077637765836544,0.15828655927061752,"[0.6756977434679335, 0.624941724941725, 0.6266955614415282, 0.7230506647502695]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,,1988,2019-08-09,12521027584,0.35372839270553036,0.0008802024500622958,0.0024873567963825884,0.13534489939001582,"[0.4421194322075379, 0.44194996792815905, 0.4484427543291744, 0.44288917824074076]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
CARR,Carrier Global,Industrials,Building Products,,"2020 (1915, United Technologies spinoff)",2020-04-03,47827484672,0.35062878632117234,0.004852860416405794,0.01383945065815168,0.13322195745055676,"[0.2659877256959886, 0.2723866814416126, 0.2485539102267469, 0.29010818415562994]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
COO,Cooper Companies (The),Health Care,Health Care Supplies,,1958,2016-09-23,14308279296,0.3467693194602012,0.0032565417020441498,0.009390089462912836,0.13069422707811829,"[0.710992452636443, 0.7067238116442168, 0.6970741143755289, 0.7250641573994867]","['2024-10-31 00:00:00', '2023-10-31 00:00:00', '2022-10-31 00:00:00', '2021-10-31 00:00:00']"
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,,1945,2005-07-01,24581251072,0.3459299999290155,0.004005309084446327,0.011577380265568793,0.13014001201397007,"[0.5205951786221557, 0.5036740348129856, 0.504517275670186, 0.5336651286179102]","['2025-02-28 00:00:00', '2024-02-29 00:00:00', '2023-02-28 00:00:00', '2022-02-28 00:00:00']"
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,,1997,2024-06-24,17823928320,0.3225146221978212,0.0011905534283105854,0.003690471165547136,0.1151147831570849,"[0.6387649785708038, 0.6300980230836134, 0.6371568938968054, 0.6403805330607752]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
CPB,Campbell's Company (The),Consumer Staples,Packaged Foods & Meats,,1869,1957-03-04,9187116032,0.31548243618331634,0.0009050070794940563,0.0028676448933346857,0.11071448474196588,"[0.3399005169218765, 0.3433997509339975, 0.3479747782408892, 0.3413921980845597]","['2025-07-31 00:00:00', '2024-07-31 00:00:00', '2023-07-31 00:00:00', '2022-07-31 00:00:00']"
AVGO,Broadcom,Information Technology,Semiconductors,,1961,2014-05-08,1649663672320,0.30329562540423904,0.0013128850150258239,0.0043277304697388295,0.1031699323485572,"[0.7615271260712763, 0.7574471649124767, 0.7700207812547059, 0.761712204007286]","['2024-10-31 00:00:00', '2023-10-31 00:00:00', '2022-10-31 00:00:00', '2021-10-31 00:00:00']"
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,,1946,2008-08-27,13526362112,0.29515626946946666,0.019636069294435753,0.0665267052380792,0.09820526863893009,"[0.3463611859838275, 0.3838033479113256, 0.523958519578044, 0.36509635974304067]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,,1946,2006-01-05,36316786688,0.2882880489774427,0.004932975718801506,0.017110273728823528,0.09412055100948913,"[0.7397040346223649, 0.716555612506407, 0.7131363922061597, 0.757287027118453]","['2025-06-30 00:00:00', '2024-06-30 00:00:00', '2023-06-30 00:00:00', '2022-06-30 00:00:00']"
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,,1992,2010-01-29,32639514624,0.28301940779945356,0.017475655996563155,0.06174620006815341,0.09101504932564464,"[0.20255954496978315, 0.07549526419873018, 0.12896680721554704, 0.24298788395272147]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,,1891,2009-03-04,13216463872,0.2625233016763261,0.0007673716973419407,0.0029220612766254913,0.07936523393547434,"[0.16963110771872048, 0.16513950029768762, 0.17374746825658896, 0.16931969072355993]","['2024-10-31 00:00:00', '2023-10-31 00:00:00', '2022-10-31 00:00:00', '2021-10-31 00:00:00']"
XOM,ExxonMobil,Energy,Integrated Oil & Gas,,1999,1957-03-04,478506844160,0.2583629102496223,0.0032006763237936906,0.01238729644975471,0.07702478654380596,"[0.22621275943486605, 0.25139753269374987, 0.25852386028720137, 0.23450623798302805]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,,1976,1993-10-01,414961958912,0.250497835778005,0.0007033429806197222,0.00280678066778603,0.07277970700668324,"[0.1261333134213391, 0.12259688802674482, 0.12148717361227385, 0.12884769482822858]","['2024-08-31 00:00:00', '2023-08-31 00:00:00', '2022-08-31 00:00:00', '2021-08-31 00:00:00']"
NOC,Northrop Grumman,Industrials,Aerospace & Defense,,"1994 (Northrop 1939, Grumman 1930)",1957-03-04,85122277376,0.24065032387131333,0.003742175644897309,0.015549262242316453,0.06751215227114638,"[0.2037871956717764, 0.1667345380503945, 0.20419649199497295, 0.2037737965065747]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
ED,Consolidated Edison,Utilities,Multi-Utilities,,1823,1957-03-04,36494344192,0.2337607757244445,0.006149464726739183,0.026305657768744432,0.06394239335803387,"[0.5353303618248558, 0.5050126167905613, 0.49042756860242503, 0.5606902603100322]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",,2015,2015-11-02,30294573056,0.21454448696121842,0.0021204745512016857,0.009882612397763398,0.0544167248543449,"[0.4041225478806386, 0.4313368800411876, 0.41033829309376757, 0.41819032536711775]","['2024-10-31 00:00:00', '2023-10-31 00:00:00', '2022-10-31 00:00:00', '2021-10-31 00:00:00']"
URI,United Rentals,Industrials,Trading Companies & Distributors,,1997,2014-09-20,63078207488,0.20345124176252902,0.0021392929244923287,0.010514015322390314,0.04920402666566537,"[0.5614858260019551, 0.5695646106614569, 0.5883009792131936, 0.5623713462330177]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
BDX,Becton Dickinson,Health Care,Health Care Equipment,,1897,1972-09-30,54201253888,0.19629409960617838,0.002427101454741706,0.012363617477607121,0.04595811386961568,"[0.452225195757756, 0.42174272145364444, 0.44923158452570217, 0.45115257958287597]","['2024-09-30 00:00:00', '2023-09-30 00:00:00', '2022-09-30 00:00:00', '2021-09-30 00:00:00']"
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,,1971,2000-08-30,20148551680,0.1854070154021683,0.010261867113460622,0.05534678223575574,0.041200804216891096,"[0.2954830614805521, 0.35174990169091624, 0.4365903281339663, 0.3014091430444044]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,,1999,2000-11-02,57995419648,0.1726491673134608,0.00671912284722618,0.038916783107676274,0.0359230344303233,"[0.6833775344340833, 0.7167630057803468, 0.7809575478095755, 0.6843764299150948]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,,1999,2000-06-05,40234377216,0.16697272975191182,0.0024888959286225713,0.014905002509035902,0.03368061945602052,"[0.543010752688172, 0.507097907214986, 0.5435163551401869, 0.539167589808514]","['2024-10-31 00:00:00', '2023-10-31 00:00:00', '2022-10-31 00:00:00', '2021-10-31 00:00:00']"
EXPD,Expeditors International,Industrials,Air Freight & Logistics,,1979,2007-10-10,16275365888,0.1667156267676641,0.0004625374539773645,0.002773409711586062,0.03359950683372004,"[0.12726174152859554, 0.1339205665309335, 0.12718024022094648, 0.13105030847851581]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,,2012 (1935),2012-06-28,68564787200,0.16297930483576276,0.0033390293121351093,0.020486443577575144,0.03213885409954487,"[0.54037571724726, 0.5313993910667285, 0.5030172475261644, 0.5609665294678988]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
ABBV,AbbVie,Health Care,Biotechnology,,2013 (1888),2012-12-31,405548793856,0.14334486619213455,0.004475166849462755,0.03121858231461457,0.025043069194790046,"[0.6999325451769801, 0.6241577377664862, 0.7000378957522306, 0.6895563820132747]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,,1962,1982-08-31,858915274752,0.13582863105200038,0.0005080897620526512,0.0037396676200552666,0.022553700033204116,"[0.24851061330278934, 0.24375390549662487, 0.24140463839525986, 0.25098733487675334]","['2025-01-31 00:00:00', '2024-01-31 00:00:00', '2023-01-31 00:00:00', '2022-01-31 00:00:00']"
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,,1954,1997-07-28,8057351168,0.11553674187426198,0.005875079487624787,0.05084931300275548,0.016412707743305943,"[0.44181986238061005, 0.5105689092885615, 0.5647855530474041, 0.443331246086412]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
YUM,Yum! Brands,Consumer Discretionary,Restaurants,,1997,1997-10-06,40312057856,0.10926686701617067,0.0007567245802568776,0.006924471562618228,0.014708792804759563,"[0.4747648695191416, 0.49406444318824194, 0.48333820520315696, 0.48086269744835963]","['2024-12-31 00:00:00', '2023-12-31 00:00:00', '2022-12-31 00:00:00', '2021-12-31 00:00:00']"
